ticket_id,customer_id,created_date,resolved_date,priority,category
2859,2024,2023-11-29,2023-11-30,Low,Login Issue
2860,2026,2024-06-15,2024-06-18,Low,Onboarding
2861,2026,2025-10-12,2025-10-14,High,Onboarding
2862,2027,2025-01-20,2025-01-22,Medium,Onboarding
2863,2027,2023-06-13,2023-06-16,Medium,Onboarding
2864,2028,2023-09-18,2023-09-19,Medium,Login Issue
2865,2028,2023-11-07,2023-11-08,Low,Billing
2866,2029,2023-12-03,2023-12-09,Medium,Billing
2867,2031,2023-05-05,2023-05-08,Medium,Feature Request
2868,2032,2024-07-29,,Urgent,Onboarding
2869,2032,2024-01-21,2024-01-30,Low,Bug Report
2870,2032,2023-01-27,2023-02-06,Low,Onboarding
2871,2034,2024-03-26,2024-03-27,Low,Feature Request
2872,2035,2023-06-28,2023-06-29,Medium,Bug Report
2873,2035,2024-03-15,2024-03-25,Low,Onboarding
2874,2035,2025-03-29,2025-04-03,Low,Feature Request
2875,2035,2024-04-12,2024-04-21,High,Onboarding
2876,2035,2024-10-31,2024-11-01,Low,Onboarding
2877,2038,2024-04-05,2024-04-06,Medium,Login Issue
2878,2038,2023-08-03,,Low,Onboarding
2879,2038,2024-12-09,2024-12-15,Medium,Feature Request
2880,2039,2023-05-02,2023-05-05,Low,Bug Report
2881,2039,2024-01-23,2024-01-29,Low,Feature Request
2882,2040,2023-12-15,2023-12-20,Low,Feature Request
2883,2040,2023-10-01,2023-10-07,Medium,Login Issue
2884,2040,2024-10-15,2024-10-16,Low,Login Issue
2885,2041,2023-09-06,2023-09-09,Low,Onboarding
2886,2041,2025-06-09,2025-06-20,Low,Onboarding
2887,2041,2024-12-27,2025-01-01,Low,Login Issue
2888,2042,2025-03-27,2025-03-28,Low,Feature Request
2889,2042,2025-02-13,2025-03-08,Low,Billing
2890,2042,2024-08-11,2024-09-01,High,Onboarding
2891,2042,2024-04-23,2024-04-26,Low,Feature Request
2892,2042,2023-03-31,2023-04-09,Low,Billing
2893,2044,2024-04-19,2024-04-22,Medium,Feature Request
2894,2048,2025-08-15,2025-08-17,Low,Login Issue
2895,2050,2023-05-01,2023-05-16,Medium,Login Issue
2896,2051,2025-10-25,2025-11-01,High,Feature Request
2897,2051,2023-07-18,2023-07-21,Low,Billing
2898,2052,2023-06-17,2023-06-20,Medium,Onboarding
2899,2052,2025-04-11,2025-04-12,Urgent,Onboarding
2900,2052,2023-03-04,2023-03-12,Medium,Billing
2901,2053,2023-01-03,2023-01-05,Low,Feature Request
2902,2053,2025-06-01,2025-06-02,Medium,Billing
2903,2055,2025-09-11,2025-09-16,Low,Feature Request
2904,2057,2023-01-21,2023-01-25,Low,Feature Request
2905,2057,2023-12-13,2023-12-18,High,Onboarding
2906,2057,2023-08-12,2023-08-13,Low,Bug Report
2907,2059,2023-10-27,2023-10-28,Low,Login Issue
2908,2060,2023-08-26,2023-08-27,Medium,Billing
2909,2060,2024-03-06,2024-03-10,Low,Bug Report
2910,2060,2025-07-24,2025-07-26,Low,Login Issue
2911,2062,2024-05-04,2024-05-08,Low,Onboarding
2912,2063,2025-03-09,2025-03-12,Medium,Bug Report
2913,2067,2025-01-11,2025-01-14,High,Feature Request
2914,2068,2023-01-23,2023-01-24,Medium,Bug Report
2915,2069,2023-02-10,2023-02-17,High,Feature Request
2916,2071,2023-02-03,2023-02-04,Medium,Billing
2917,2071,2025-10-09,2025-10-14,Medium,Bug Report
2918,2071,2023-04-01,2023-04-03,High,Billing
2919,2072,2023-09-09,2023-09-15,Medium,Onboarding
2920,2072,2024-03-03,2024-03-05,Medium,Bug Report
2921,2073,2024-11-13,2024-11-15,Low,Onboarding
2922,2073,2024-12-06,2024-12-22,Low,Billing
2923,2074,2024-05-05,2024-05-07,Medium,Login Issue
2924,2074,2024-10-29,2024-11-02,Medium,Onboarding
2925,2074,2023-04-08,2023-04-20,High,Feature Request
2926,2075,2025-11-13,2025-11-18,Medium,Billing
2927,2075,2024-10-01,2024-10-03,Low,Login Issue
2928,2076,2025-11-17,2025-11-19,Low,Billing
2929,2076,2025-05-30,2025-06-02,High,Onboarding
2930,2078,2023-09-08,2023-09-11,Medium,Feature Request
2931,2078,2024-12-29,2024-12-31,Medium,Onboarding
2932,2078,2023-05-11,2023-05-15,Low,Onboarding
2933,2078,2023-09-26,2023-10-03,Low,Feature Request
2934,2078,2025-10-05,2025-10-09,High,Login Issue
2935,2080,2023-02-22,2023-02-24,Medium,Feature Request
2936,2081,2023-03-18,2023-03-23,Medium,Onboarding
2937,2082,2023-03-28,2023-03-31,Medium,Bug Report
2938,2083,2023-11-26,2023-11-30,Medium,Login Issue
2939,2083,2025-09-27,,Medium,Onboarding
2940,2085,2023-02-09,2023-02-12,Low,Onboarding
2941,2085,2023-01-06,2023-01-09,High,Onboarding
2942,2085,2023-10-30,2023-11-08,High,Onboarding
2943,2087,2023-10-23,2023-10-31,Medium,Onboarding
2944,2088,2023-12-27,2024-01-01,Urgent,Bug Report
2945,2088,2024-07-18,2024-07-20,Urgent,Onboarding
2946,2089,2024-09-18,2024-09-24,High,Login Issue
2947,2089,2025-05-22,2025-05-25,Low,Onboarding
2948,2089,2023-03-21,2023-03-26,Medium,Billing
2949,2090,2023-02-27,2023-02-28,Low,Bug Report
2950,2092,2024-09-15,2024-09-16,High,Bug Report
2951,2093,2025-12-20,2025-12-21,High,Login Issue
2952,2094,2024-03-03,2024-03-07,Medium,Login Issue
2953,2094,2025-06-23,2025-06-26,Medium,Login Issue
2954,2094,2023-02-09,2023-02-11,High,Bug Report
2955,2094,2023-09-30,,Low,Feature Request
2956,2094,2024-01-25,2024-01-26,High,Onboarding
2957,2095,2024-09-04,2024-09-13,Low,Bug Report
2958,2095,2024-01-13,2024-01-16,Low,Billing
2959,2095,2023-04-12,2023-04-27,Medium,Bug Report
2960,2095,2025-08-09,2025-08-11,Medium,Feature Request
2961,2097,2024-07-07,2024-07-14,Urgent,Bug Report
2962,2097,2024-01-31,2024-02-03,Medium,Onboarding
2963,2097,2023-07-03,2023-07-05,Medium,Login Issue
2964,2097,2024-07-17,2024-07-25,High,Billing
2965,2099,2025-04-23,,Medium,Onboarding
2966,2099,2023-03-29,2023-04-05,Low,Feature Request
2967,2103,2025-04-16,,High,Login Issue
2968,2103,2023-07-22,2023-07-23,Low,Bug Report
2969,2107,2025-04-18,2025-04-22,Low,Billing
2970,2107,2024-12-17,2024-12-18,High,Feature Request
2971,2108,2025-04-13,2025-04-19,Medium,Bug Report
2972,2108,2023-05-28,2023-05-30,Medium,Feature Request
2973,2108,2025-10-08,2025-10-11,High,Onboarding
2974,2108,2024-04-14,2024-04-15,High,Bug Report
2975,2111,2024-03-25,2024-03-26,Medium,Login Issue
2976,2112,2023-02-12,2023-02-17,Medium,Bug Report
2977,2113,2025-02-25,2025-02-26,Low,Login Issue
2978,2113,2024-09-12,2024-09-15,Low,Onboarding
2979,2113,2025-04-10,2025-04-14,High,Login Issue
2980,2114,2025-03-23,,Low,Billing
2981,2117,2023-07-16,2023-07-19,High,Feature Request
2982,2117,2023-08-20,2023-08-30,Medium,Onboarding
2983,2117,2025-04-11,,Medium,Feature Request
2984,2117,2023-10-20,2023-10-26,Medium,Feature Request
2985,2118,2024-09-05,2024-09-13,Medium,Onboarding
2986,2119,2023-02-02,,Urgent,Feature Request
2987,2121,2025-05-26,2025-05-27,High,Onboarding
2988,2122,2025-11-09,2025-11-10,Medium,Onboarding
2989,2122,2025-08-05,2025-08-11,Urgent,Feature Request
2990,2123,2023-07-26,,Urgent,Bug Report
2991,2124,2023-01-06,2023-01-09,Low,Billing
2992,2124,2025-02-12,2025-02-14,Medium,Bug Report
2993,2129,2023-04-10,2023-04-14,Low,Billing
2994,2129,2023-04-07,2023-04-08,Urgent,Billing
2995,2130,2025-05-30,2025-06-04,Medium,Bug Report
2996,2130,2023-04-05,2023-04-11,Medium,Billing
2997,2130,2025-09-15,2025-09-16,Urgent,Billing
2998,2131,2025-11-12,2025-11-22,Low,Billing
2999,2133,2025-08-28,2025-09-05,Low,Login Issue
3000,2133,2024-03-28,2024-04-10,High,Feature Request
3001,2134,2024-12-26,2024-12-27,Low,Onboarding
3002,2136,2023-07-01,2023-07-13,Low,Login Issue
3003,2136,2023-06-25,2023-07-15,Urgent,Onboarding
3004,2136,2024-05-26,2024-05-28,Low,Billing
3005,2138,2025-07-19,2025-07-20,High,Bug Report
3006,2140,2023-03-09,2023-03-19,Low,Onboarding
3007,2140,2024-08-27,2024-08-28,High,Billing
3008,2140,2023-04-12,2023-04-14,Medium,Feature Request
3009,2141,2025-11-11,2025-11-14,Low,Billing
3010,2142,2023-10-23,2023-10-26,Low,Billing
3011,2142,2024-05-17,2024-05-22,Low,Feature Request
3012,2142,2023-01-28,2023-01-30,Low,Bug Report
3013,2143,2024-09-14,2024-09-16,Medium,Onboarding
3014,2143,2025-03-12,2025-03-14,Medium,Onboarding
3015,2143,2024-05-09,2024-05-11,Urgent,Login Issue
3016,2144,2025-11-06,2025-11-27,Medium,Billing
3017,2145,2025-05-19,2025-05-27,Medium,Login Issue
3018,2145,2024-07-01,2024-07-09,Low,Onboarding
3019,2145,2023-01-22,2023-01-24,Medium,Onboarding
3020,2146,2024-10-22,2024-10-26,High,Billing
3021,2147,2025-02-22,2025-02-23,Low,Billing
3022,2147,2024-04-29,2024-04-30,Low,Bug Report
3023,2147,2025-03-02,2025-03-19,Low,Onboarding
3024,2147,2023-09-15,2023-09-18,Medium,Bug Report
3025,2148,2025-12-21,2025-12-24,High,Feature Request
3026,2148,2025-12-26,2025-12-30,Low,Login Issue
3027,2148,2023-04-26,2023-05-05,Low,Onboarding
3028,2148,2023-11-22,2023-12-01,Medium,Onboarding
3029,2149,2024-10-12,2024-10-18,Low,Feature Request
3030,2149,2024-01-07,2024-01-11,Medium,Bug Report
3031,2150,2023-05-17,2023-05-21,High,Billing
3032,2150,2023-06-05,,Medium,Bug Report
3033,2151,2025-12-23,2025-12-30,Low,Feature Request
3034,2151,2025-07-21,2025-08-10,High,Onboarding
3035,2151,2024-11-22,2024-11-23,Low,Feature Request
3036,2151,2025-06-02,2025-06-11,Medium,Bug Report
3037,2153,2024-09-09,2024-09-15,Medium,Onboarding
3038,2153,2023-03-26,2023-03-28,Low,Feature Request
3039,2153,2023-05-17,2023-05-19,Low,Login Issue
3040,2153,2024-09-06,2024-09-07,Low,Onboarding
3041,2154,2025-03-11,2025-03-12,Low,Feature Request
3042,2154,2023-09-26,2023-09-30,High,Login Issue
3043,2157,2024-09-10,2024-09-11,Medium,Bug Report
3044,2162,2025-07-27,2025-08-01,Low,Login Issue
3045,2164,2024-06-10,2024-06-14,Low,Bug Report
3046,2164,2025-04-17,2025-04-20,High,Bug Report
3047,2165,2024-03-17,2024-03-19,Medium,Feature Request
3048,2165,2023-06-13,2023-06-17,Low,Onboarding
3049,2165,2024-11-03,2024-11-04,Medium,Login Issue
3050,2166,2025-01-08,2025-01-13,Low,Billing
3051,2167,2025-10-09,2025-10-19,Medium,Bug Report
3052,2167,2023-07-16,,Medium,Login Issue
3053,2167,2023-01-01,2023-01-08,Low,Billing
3054,2168,2023-11-05,2023-11-06,Medium,Login Issue
3055,2168,2023-01-14,2023-01-16,Medium,Onboarding
3056,2168,2023-05-10,2023-05-19,Medium,Billing
3057,2168,2024-08-24,2024-08-26,Medium,Feature Request
3058,2170,2025-04-19,,Low,Billing
3059,2171,2025-11-11,2025-11-15,Medium,Billing
3060,2171,2025-11-01,2025-11-05,Medium,Feature Request
3061,2172,2023-03-23,2023-03-28,Medium,Feature Request
3062,2173,2025-02-28,2025-03-05,High,Bug Report
3063,2173,2023-06-13,2023-06-16,Low,Login Issue
3064,2174,2023-09-20,2023-09-25,Low,Bug Report
3065,2175,2023-08-03,2023-08-07,Medium,Billing
3066,2175,2023-11-07,2023-11-17,Medium,Bug Report
3067,2175,2025-06-06,2025-06-11,Medium,Feature Request
3068,2175,2023-12-21,2023-12-25,Medium,Billing
3069,2175,2024-04-01,2024-04-03,Medium,Billing
3070,2176,2024-12-02,2024-12-06,Medium,Login Issue
3071,2179,2023-04-15,2023-04-27,Medium,Onboarding
3072,2179,2024-02-11,2024-02-27,High,Billing
3073,2179,2025-10-01,2025-10-03,Medium,Feature Request
3074,2179,2024-05-18,2024-05-19,High,Login Issue
3075,2180,2024-11-23,2024-11-29,Medium,Billing
3076,2180,2024-10-22,2024-10-31,High,Billing
3077,2180,2025-12-28,2026-01-07,Medium,Billing
3078,2181,2024-04-11,2024-04-14,Low,Bug Report
3079,2181,2025-12-09,,Medium,Onboarding
3080,2181,2025-01-22,2025-01-26,Low,Bug Report
3081,2182,2025-06-22,2025-06-25,Medium,Onboarding
3082,2182,2024-07-31,2024-08-05,Low,Feature Request
3083,2182,2023-11-20,2023-11-23,Medium,Billing
3084,2182,2024-07-22,2024-07-25,Medium,Bug Report
3085,2183,2024-08-26,2024-08-27,Medium,Onboarding
3086,2183,2024-02-22,2024-02-28,Low,Onboarding
3087,2184,2024-08-31,2024-09-03,Urgent,Bug Report
3088,2185,2025-07-02,2025-07-05,Medium,Feature Request
3089,2185,2023-04-30,2023-05-01,Low,Login Issue
3090,2185,2023-12-28,2024-01-04,Low,Billing
3091,2186,2023-09-23,2023-09-25,Urgent,Billing
3092,2186,2025-03-24,2025-03-29,Low,Bug Report
3093,2186,2025-01-20,,High,Billing
3094,2187,2023-12-22,2023-12-27,Urgent,Feature Request
3095,2188,2023-05-21,2023-06-06,Low,Onboarding
3096,2189,2024-08-10,2024-08-21,High,Bug Report
3097,2191,2025-10-09,2025-10-11,Medium,Login Issue
3098,2191,2024-05-25,2024-05-26,Low,Onboarding
3099,2191,2023-05-11,2023-05-13,Low,Onboarding
3100,2191,2023-07-02,2023-07-04,High,Onboarding
3101,2193,2023-02-22,2023-02-23,Low,Login Issue
3102,2193,2023-01-04,2023-01-13,Urgent,Onboarding
3103,2193,2023-03-02,2023-03-04,Low,Billing
3104,2194,2025-08-07,2025-08-09,Low,Bug Report
3105,2195,2024-02-29,2024-03-02,Medium,Feature Request
3106,2195,2024-05-05,2024-05-08,Medium,Feature Request
3107,2195,2024-09-26,2024-09-30,High,Billing
3108,2195,2024-06-30,2024-07-09,Medium,Bug Report
3109,2196,2025-07-31,2025-08-05,Low,Login Issue
3110,2196,2025-10-04,2025-10-07,Low,Onboarding
3111,2197,2024-12-02,2024-12-04,Medium,Bug Report
3112,2197,2023-09-18,2023-09-19,Low,Onboarding
3113,2197,2024-05-29,2024-06-02,Low,Bug Report
3114,2198,2023-02-15,2023-02-16,Urgent,Login Issue
3115,2198,2023-09-18,2023-09-23,Low,Bug Report
3116,2198,2024-08-17,2024-08-26,Low,Onboarding
3117,2198,2023-09-22,,Medium,Login Issue
3118,2198,2023-04-14,2023-04-16,Medium,Billing
3119,2199,2023-04-25,2023-04-28,High,Billing
3120,2199,2024-05-15,2024-05-17,Medium,Billing
3121,2200,2025-11-21,2025-11-22,Medium,Billing
3122,2200,2023-08-04,2023-08-11,High,Login Issue
3123,2202,2024-07-01,2024-07-03,Medium,Onboarding
3124,2203,2025-07-21,2025-07-22,Medium,Bug Report
3125,2205,2025-09-14,2025-09-15,Low,Login Issue
3126,2205,2025-06-13,2025-06-15,Urgent,Onboarding
3127,2206,2025-07-13,2025-07-19,Medium,Bug Report
3128,2208,2024-06-05,2024-06-19,High,Login Issue
3129,2208,2025-02-20,2025-02-22,Medium,Bug Report
3130,2208,2023-08-07,2023-08-13,Medium,Onboarding
3131,2208,2023-12-23,2023-12-24,High,Feature Request
3132,2211,2024-04-14,2024-04-30,Medium,Bug Report
3133,2212,2024-03-04,,High,Bug Report
3134,2215,2023-02-18,2023-02-23,Low,Billing
3135,2215,2023-02-05,2023-02-06,High,Feature Request
3136,2215,2024-03-26,2024-04-02,Low,Onboarding
3137,2218,2025-07-27,2025-08-02,Medium,Onboarding
3138,2218,2024-02-13,2024-02-15,High,Feature Request
3139,2219,2025-01-16,2025-01-17,High,Onboarding
3140,2221,2023-07-28,2023-07-31,Medium,Onboarding
3141,2221,2025-04-16,2025-04-17,Urgent,Billing
3142,2221,2024-03-25,2024-03-26,Medium,Onboarding
3143,2222,2025-12-11,2025-12-19,Medium,Feature Request
3144,2222,2023-12-23,2023-12-27,High,Onboarding
3145,2224,2024-11-22,2024-11-23,Medium,Feature Request
3146,2226,2024-06-05,2024-06-17,Low,Feature Request
3147,2226,2025-07-14,2025-07-18,Low,Onboarding
3148,2226,2024-08-08,2024-08-15,High,Billing
3149,2227,2025-07-10,2025-07-15,Medium,Onboarding
3150,2227,2024-09-08,2024-09-16,Low,Onboarding
3151,2227,2023-04-21,2023-04-23,Low,Login Issue
3152,2230,2024-11-10,2024-11-12,Low,Feature Request
3153,2230,2025-04-12,,Low,Onboarding
3154,2230,2024-01-10,2024-01-14,High,Onboarding
3155,2230,2025-04-15,2025-04-16,Medium,Login Issue
3156,2231,2025-01-13,2025-01-18,Low,Login Issue
3157,2232,2024-04-14,2024-04-27,Medium,Onboarding
3158,2233,2025-08-16,2025-08-25,Low,Onboarding
3159,2233,2025-04-26,2025-04-28,Low,Login Issue
3160,2233,2024-08-14,2024-08-17,Medium,Bug Report
3161,2233,2023-08-18,2023-08-22,Medium,Billing
3162,2233,2024-02-26,2024-03-01,Low,Bug Report
3163,2234,2025-11-11,2025-11-16,Low,Login Issue
3164,2234,2024-05-12,2024-05-18,Medium,Bug Report
3165,2234,2023-10-11,2023-10-18,High,Login Issue
3166,2234,2025-06-29,2025-06-30,Medium,Feature Request
3167,2234,2023-12-16,2023-12-24,Low,Billing
3168,2235,2025-01-12,2025-01-14,High,Onboarding
3169,2236,2025-10-21,2025-10-23,Medium,Billing
3170,2236,2025-06-17,2025-06-19,High,Bug Report
3171,2240,2023-04-13,2023-04-16,Low,Login Issue
3172,2240,2025-01-07,2025-01-09,High,Onboarding
3173,2240,2025-08-14,2025-08-19,Low,Feature Request
3174,2240,2025-12-10,2025-12-12,Medium,Bug Report
3175,2242,2024-03-16,2024-03-21,Medium,Bug Report
3176,2242,2023-02-11,2023-02-18,Low,Bug Report
3177,2243,2024-12-07,2024-12-10,Medium,Onboarding
3178,2244,2024-12-04,2024-12-09,Medium,Billing
3179,2244,2024-02-03,2024-02-13,Medium,Login Issue
3180,2244,2023-07-30,2023-08-08,Medium,Feature Request
3181,2245,2025-06-02,2025-06-04,Medium,Onboarding
3182,2245,2023-04-24,2023-05-01,Medium,Billing
3183,2245,2025-05-05,2025-05-08,Low,Onboarding
3184,2245,2024-08-22,2024-08-24,Medium,Billing
3185,2247,2024-11-27,2024-11-29,Low,Login Issue
3186,2247,2024-08-22,2024-08-26,Low,Bug Report
3187,2247,2025-04-29,2025-05-03,High,Billing
3188,2249,2025-06-17,2025-06-26,Medium,Login Issue
3189,2249,2023-04-06,2023-04-07,Low,Onboarding
3190,2249,2025-03-24,2025-03-26,Low,Billing
3191,2250,2025-08-28,2025-08-30,Low,Feature Request
3192,2250,2023-08-08,2023-08-09,Low,Billing
3193,2253,2025-01-29,2025-01-30,High,Onboarding
3194,2254,2024-07-25,2024-07-27,Medium,Onboarding
3195,2255,2023-09-27,2023-10-01,Medium,Login Issue
3196,2255,2024-08-07,2024-08-13,Low,Billing
3197,2256,2025-05-29,2025-06-01,Low,Billing
3198,2256,2025-05-17,2025-05-18,Low,Feature Request
3199,2257,2025-02-20,,Medium,Billing
3200,2259,2023-03-30,2023-04-02,Medium,Billing
3201,2264,2024-02-09,2024-02-15,Medium,Bug Report
3202,2264,2024-11-04,2024-11-06,Medium,Onboarding
3203,2264,2023-12-09,2023-12-11,High,Feature Request
3204,2264,2024-01-10,2024-01-11,Medium,Billing
3205,2265,2024-11-05,2024-11-06,High,Bug Report
3206,2266,2025-08-19,,Low,Billing
3207,2266,2025-09-12,2025-09-16,High,Onboarding
3208,2268,2025-02-24,2025-02-25,Medium,Onboarding
3209,2268,2023-05-13,2023-06-04,High,Onboarding
3210,2269,2023-06-24,2023-06-27,Low,Feature Request
3211,2270,2025-08-19,2025-08-21,Low,Feature Request
3212,2270,2024-02-12,2024-02-20,Medium,Feature Request
3213,2270,2023-12-02,2023-12-09,Low,Bug Report
3214,2271,2025-11-09,2025-11-11,Medium,Bug Report
3215,2271,2023-07-18,2023-07-26,Medium,Billing
3216,2271,2024-09-16,2024-09-18,Urgent,Feature Request
3217,2274,2023-09-27,2023-09-28,Medium,Login Issue
3218,2274,2023-09-10,2023-09-11,Urgent,Onboarding
3219,2275,2025-11-14,2025-11-17,Medium,Billing
3220,2276,2024-04-16,2024-04-18,Medium,Billing
3221,2276,2025-04-19,2025-04-25,High,Feature Request
3222,2276,2023-06-14,2023-06-18,Low,Bug Report
3223,2276,2024-07-03,2024-07-10,High,Bug Report
3224,2277,2024-02-07,2024-02-12,Low,Login Issue
3225,2277,2024-02-19,2024-03-07,Medium,Login Issue
3226,2277,2023-10-14,2023-10-17,Medium,Bug Report
3227,2277,2024-12-25,2024-12-27,Low,Login Issue
3228,2280,2025-12-15,2025-12-16,Medium,Billing
3229,2280,2023-08-16,2023-08-21,Medium,Billing
3230,2280,2024-04-20,2024-04-24,Medium,Billing
3231,2280,2023-12-04,2023-12-09,Medium,Login Issue
3232,2281,2023-10-23,2023-10-30,Low,Feature Request
3233,2281,2025-11-05,2025-11-10,High,Billing
3234,2281,2023-11-11,2023-11-18,Urgent,Login Issue
3235,2283,2024-03-24,2024-03-25,Medium,Billing
3236,2283,2024-06-12,2024-06-22,Low,Feature Request
3237,2286,2024-07-26,2024-07-28,Low,Login Issue
3238,2287,2023-06-27,2023-06-29,Low,Bug Report
3239,2287,2024-12-01,2024-12-02,Low,Bug Report
3240,2287,2023-05-27,2023-05-28,High,Login Issue
3241,2287,2024-11-06,2024-11-11,Medium,Feature Request
3242,2288,2024-08-05,2024-08-06,Low,Feature Request
3243,2288,2024-09-05,2024-09-23,Low,Bug Report
3244,2288,2023-10-19,2023-10-31,Medium,Feature Request
3245,2288,2025-06-05,2025-06-06,Medium,Onboarding
3246,2289,2024-10-05,2024-10-12,High,Login Issue
3247,2289,2023-03-16,,Medium,Billing
3248,2290,2025-11-05,2025-11-12,Medium,Feature Request
3249,2290,2024-05-05,2024-05-06,High,Billing
3250,2290,2024-12-26,2024-12-30,Medium,Billing
3251,2290,2025-10-14,2025-10-20,High,Feature Request
3252,2290,2025-01-25,2025-02-02,Medium,Onboarding
3253,2294,2024-07-17,2024-07-26,Low,Login Issue
3254,2294,2023-11-03,2023-11-04,High,Onboarding
3255,2294,2023-12-24,2023-12-30,Low,Billing
3256,2294,2024-07-21,2024-07-22,Urgent,Feature Request
3257,2295,2024-05-07,2024-05-11,Low,Feature Request
3258,2295,2025-08-20,2025-08-22,Low,Login Issue
3259,2296,2025-11-29,2025-12-01,Low,Onboarding
3260,2296,2025-03-28,2025-03-30,Low,Login Issue
3261,2296,2025-09-20,2025-09-22,Low,Billing
3262,2297,2025-11-14,2025-11-16,Medium,Login Issue
3263,2299,2023-12-08,2023-12-13,High,Billing
3264,2299,2024-07-07,2024-07-09,High,Onboarding
3265,2299,2023-12-17,2023-12-26,Medium,Bug Report
3266,2300,2023-06-12,2023-06-16,Medium,Feature Request
3267,2300,2023-01-13,,Low,Bug Report
3268,2300,2025-12-16,2025-12-27,High,Billing
3269,2300,2023-08-17,2023-08-26,Medium,Login Issue
3270,2301,2023-07-31,2023-08-01,Medium,Bug Report
3271,2301,2025-08-11,2025-08-15,Medium,Bug Report
3272,2302,2025-09-12,2025-09-16,High,Feature Request
3273,2302,2024-08-24,2024-09-04,High,Billing
3274,2303,2025-01-16,2025-01-21,Low,Bug Report
3275,2303,2025-01-27,2025-01-30,Low,Billing
3276,2303,2024-06-04,2024-06-05,Urgent,Bug Report
3277,2304,2025-09-12,2025-09-13,Low,Feature Request
3278,2304,2025-05-23,2025-05-26,Medium,Onboarding
3279,2306,2023-04-26,2023-05-13,Medium,Bug Report
3280,2306,2025-02-20,,Low,Bug Report
3281,2306,2025-06-07,2025-06-10,Medium,Login Issue
3282,2306,2023-10-08,2023-10-17,Medium,Billing
3283,2306,2024-03-19,2024-03-20,Medium,Onboarding
3284,2307,2025-09-30,2025-10-02,Low,Onboarding
3285,2308,2024-03-20,2024-03-22,Medium,Login Issue
3286,2308,2023-01-22,2023-01-27,Low,Feature Request
3287,2308,2025-04-23,2025-04-30,Medium,Feature Request
3288,2309,2025-06-11,2025-06-13,Medium,Bug Report
3289,2309,2024-05-28,2024-05-31,Medium,Feature Request
3290,2309,2025-08-27,2025-08-28,Medium,Login Issue
3291,2311,2023-06-25,2023-06-27,Low,Login Issue
3292,2312,2024-06-08,2024-06-15,Urgent,Onboarding
3293,2312,2023-08-20,2023-08-21,High,Onboarding
3294,2314,2023-07-24,2023-07-30,Low,Bug Report
3295,2315,2023-10-09,2023-10-12,Medium,Feature Request
3296,2315,2024-03-20,2024-03-22,Low,Feature Request
3297,2316,2023-08-23,2023-08-26,High,Billing
3298,2316,2023-07-26,2023-07-29,Medium,Feature Request
3299,2317,2023-06-07,2023-06-22,Low,Billing
3300,2318,2023-12-14,2023-12-19,Medium,Feature Request
3301,2320,2025-03-11,,High,Login Issue
3302,2320,2025-11-13,2025-11-24,High,Billing
3303,2320,2024-03-23,2024-04-03,Medium,Onboarding
3304,2320,2024-10-02,2024-10-05,Urgent,Login Issue
3305,2322,2025-08-07,2025-08-19,Low,Onboarding
3306,2322,2023-11-17,2023-11-21,Low,Feature Request
3307,2322,2024-05-26,2024-06-01,Low,Onboarding
3308,2323,2025-03-24,2025-03-27,Medium,Login Issue
3309,2326,2024-09-11,2024-09-15,Medium,Billing
3310,2327,2023-10-23,2023-10-25,Low,Login Issue
3311,2328,2025-11-06,2025-11-07,Low,Feature Request
3312,2329,2024-02-02,2024-02-04,Medium,Billing
3313,2330,2023-09-17,2023-09-19,Low,Billing
3314,2330,2023-02-28,2023-03-06,High,Billing
3315,2333,2025-04-17,2025-04-20,Urgent,Bug Report
3316,2333,2023-06-13,2023-06-16,Medium,Bug Report
3317,2334,2024-02-25,2024-03-02,Low,Billing
3318,2334,2025-10-12,2025-10-16,High,Bug Report
3319,2336,2024-03-30,2024-04-01,Medium,Billing
3320,2337,2025-03-29,2025-03-30,High,Login Issue
3321,2337,2023-12-05,2023-12-11,Medium,Login Issue
3322,2337,2025-08-26,2025-09-06,Low,Bug Report
3323,2338,2025-02-17,2025-02-18,Low,Login Issue
3324,2338,2023-04-12,2023-04-17,Medium,Onboarding
3325,2341,2025-06-23,2025-06-26,Low,Billing
3326,2341,2025-11-03,,Low,Billing
3327,2341,2023-12-29,2023-12-30,Urgent,Feature Request
3328,2344,2025-05-31,2025-06-02,Low,Onboarding
3329,2348,2023-01-30,,Low,Onboarding
3330,2348,2024-06-06,2024-06-08,High,Feature Request
3331,2348,2023-09-22,2023-09-25,High,Feature Request
3332,2348,2025-12-25,2026-01-05,Low,Billing
3333,2350,2023-06-06,2023-06-07,Low,Feature Request
3334,2350,2025-07-25,2025-07-30,Medium,Feature Request
3335,2350,2023-09-18,2023-09-23,Low,Login Issue
3336,2350,2023-07-26,2023-07-27,Medium,Feature Request
3337,2350,2023-10-14,2023-10-29,High,Onboarding
3338,2352,2025-01-19,,Medium,Billing
3339,2352,2024-01-01,2024-01-02,Medium,Login Issue
3340,2352,2023-05-21,2023-06-04,Urgent,Billing
3341,2352,2024-08-15,2024-08-17,Medium,Feature Request
3342,2354,2025-08-11,2025-08-13,Medium,Bug Report
3343,2355,2025-02-08,2025-02-10,Medium,Billing
3344,2355,2023-12-11,,High,Billing
3345,2355,2024-11-24,2024-11-29,High,Onboarding
3346,2356,2025-09-29,2025-10-05,High,Login Issue
3347,2356,2023-09-30,2023-10-03,Low,Bug Report
