customer_id,company_name,country,company_size_band,signup_date,acquisition_channel
1991,Fitzgerald-Brown,U.S.A,1-10,2024-12-07,Google Ads
1992,"Cox, Williams and Reyes",India,201-1000,06-Jan-2024,LinkedIn Ads
1993,Harvey-Diaz,U.K.,1-10,17/09/2025,
1994,Wong Ltd,Bharat,11-50,2025-07-17,Organic Search
1995,Castro and Sons,UK,1000+,19/06/2025,Organic Search
1996,Zavala and Sons,USA,1000+,17/01/2024,Direct
1997,"Wilson, Mendoza and Crosby",India,51-200,26-Jul-2023,Referral
1998,"Pitts, Warner and Mullins",USA,201-1000,29/04/2024,Meta Ads
1999,Flores LLC,US,11-50,06/30/2024,LinkedIn Ads
2000,"Frazier, Ramirez and Brown",U.S.A,1-10,08/16/2024,Google Ads
2001,Chavez-Mason,Bharat,1-10,08/27/2023,LinkedIn Ads
2002,Harrison PLC,USA,1-10,06/20/2025,Google Ads
2003,"Bryan, Lam and Hayes",IN,1-10,19/08/2023,Organic Search
2004,Marsh-Dougherty,United States,1-10,2023-07-21,Meta Ads
2005,Lopez Group,UK,201-1000,03/19/2023,Meta Ads
2006,Miller and Sons,Britain,51-200,16-Dec-2024,Organic Search
2007,Mullen-Jones,U.S.A,51-200,2023-05-05,Direct
2008,Hill Ltd,US,1-10,10-Sep-2024,Meta Ads
2009,Crawford and Sons,United States,51-200,2024-12-11,Google Ads
2010,"Crane, Johnson and Butler",USA,51-200,2023-12-09,Organic Search
2011,"Weaver, Anderson and Reed",USA,1-10,05/09/2025,
2012,Rojas-Smith,CA,1-10,2025-08-20,Organic Search
2013,Brown and Sons,United States,51-200,11/06/2023,Google Ads
2014,"Newman, Jenkins and Cooper",UK,1-10,04/20/2023,Referral
2015,"Buchanan, Tucker and Wade",UK,,06-Jan-2024,Organic Search
2016,"Wilkinson, Wallace and Torres",Bharat,201-1000,2025-06-15,Google Ads
2017,Villanueva LLC,USA,,02-Jun-2025,Google Ads
2018,Mccormick and Sons,India,51-200,11/03/2023,Meta Ads
2019,Watson-Roberts,India,201-1000,21-Nov-2024,Organic Search
2020,Hernandez LLC,United States,51-200,2024-02-01,Meta Ads
2021,Huber-Montgomery,AU,51-200,03/01/2023,Google Ads
2022,Joseph LLC,Bharat,51-200,13/10/2025,Referral
2023,Mcpherson Ltd,U.S.A,11-50,05/01/2025,LinkedIn Ads
2024,"Conway, Bauer and Martin",United States,201-1000,06/15/2024,
2025,Williams LLC,CA,11-50,2023-09-10,Google Ads
2026,"Martinez, Green and Lopez",United States,51-200,2025-06-26,Direct
2027,"Mann, Wade and Spence",UK,201-1000,17-Sep-2023,LinkedIn Ads
2028,Watson PLC,USA,1-10,2023-01-16,Organic Search
2029,Ferguson Inc,US,1000+,04/10/2025,Organic Search
2030,Sullivan Group,AUS,11-50,13-May-2023,Organic Search
2031,Gould LLC,UK,1-10,05/19/2024,Referral
2032,Smith Ltd,United Kingdom,11-50,2023-04-01,Referral
2033,"Cantrell, Rivera and Thornton",U.S.A,1-10,15/04/2024,Meta Ads
2034,Kemp-Montes,United Kingdom,11-50,27/01/2023,Referral
2035,"Estrada, Marsh and Chandler",United Kingdom,51-200,12/02/2024,
2036,Morgan-Rodriguez,United States,51-200,04-Aug-2025,Meta Ads
2037,Mccullough-Taylor,US,1-10,2025-10-04,Referral
2038,"Wilson, Johnson and Williamson",U.S.A,1-10,01/08/2024,Referral
2039,Griffin Inc,Britain,1-10,02/03/2023,Organic Search
2040,Brown-Davidson,India,201-1000,19/06/2025,Referral
2041,"Fox, Harrington and Wang",United States,1-10,2025-12-10,
2042,Johnson PLC,CA,11-50,2025-04-29,Meta Ads
2043,Rhodes-Rosario,India,11-50,2025-07-04,Organic Search
2044,"Foster, Henry and Morrison",IN,11-50,28-Apr-2024,Direct
2045,"Harding, Kerr and Ward",U.K.,51-200,25-May-2024,Organic Search
2046,Baldwin Group,Bharat,51-200,03/19/2023,Meta Ads
2047,Hughes-Smith,Bharat,11-50,2025-10-06,Organic Search
2048,Bell-Madden,AUS,1-10,08/22/2024,Direct
2049,"Miller, Luna and Wallace",United States,11-50,20-Sep-2025,Meta Ads
2050,Lara-Roberts,UK,51-200,11/21/2025,Organic Search
2051,"Waller, Coleman and Mosley",Australia,1-10,2024-06-24,LinkedIn Ads
2052,Houston PLC,United States,11-50,11/21/2025,Direct
2053,Thomas LLC,USA,11-50,2023-02-26,Organic Search
2054,Mcneil-Fox,U.S.A,201-1000,28-Oct-2023,
2055,Jones-Choi,Canada,1000+,25/05/2023,Direct
2056,Davis-Ortiz,United States,201-1000,13/07/2025,Referral
2057,Perry-Peters,Britain,11-50,2025-11-04,
2058,"Bradley, Melendez and Gonzalez",United States,11-50,07/05/2025,LinkedIn Ads
2059,Roberts-Henry,United States,11-50,05/09/2024,Google Ads
2060,Davenport-Torres,Britain,51-200,07/07/2024,Organic Search
2061,"Singh, Walker and Moody",Britain,,2025-09-04,Google Ads
2062,Baker Ltd,United States,1-10,17/05/2025,LinkedIn Ads
2063,"Kennedy, Valdez and Stafford",US,1-10,04/04/2024,Meta Ads
2064,White-Knox,United States,51-200,13/05/2025,Meta Ads
2065,"Sanchez, Wilson and Ramirez",Bharat,1-10,2025-05-29,
2066,George LLC,US,11-50,29/07/2023,Google Ads
2067,"Castillo, Graham and Scott",AUS,11-50,17/07/2024,Google Ads
2068,"Alvarez, Benson and Wilson",U.S.A,,26-Dec-2025,Google Ads
2069,"Quinn, Smith and Green",USA,11-50,2025-12-15,Organic Search
2070,"Brown, Flores and Johns",United States,1000+,15/03/2024,Google Ads
2071,Howard Inc,USA,51-200,2024-02-23,Google Ads
2072,Ward-Fields,USA,201-1000,2023-03-31,Meta Ads
2073,Williams-Carter,CA,51-200,07/24/2024,LinkedIn Ads
2074,"Mayer, Palmer and Miranda",United States,51-200,2024-01-31,Meta Ads
2075,Duran PLC,Britain,51-200,2023-05-14,Google Ads
2076,Stephens LLC,United Kingdom,11-50,31-Mar-2025,
2077,"Marsh, Nelson and Wolfe",United Kingdom,51-200,08-Apr-2024,Organic Search
2078,Davis-Carpenter,UK,51-200,21-Mar-2025,LinkedIn Ads
2079,Smith PLC,India,1-10,2024-11-01,Meta Ads
2080,Watson-Washington,USA,1-10,01/05/2024,Organic Search
2081,Mccall-Martin,Australia,1-10,20/12/2024,LinkedIn Ads
2082,Moore and Sons,AU,1-10,19/03/2025,Meta Ads
2083,Pope PLC,US,11-50,02-Nov-2024,
2084,"Norris, Cisneros and Mathis",AUS,,12/22/2025,Meta Ads
2085,"Arnold, Avila and Wilson",IN,11-50,09/06/2025,LinkedIn Ads
2086,Moon-Wilson,US,11-50,2024-10-06,Meta Ads
2087,Mclean Group,U.K.,1000+,10/15/2024,Google Ads
2088,Collins-Cox,US,51-200,12/06/2024,Referral
2089,Preston-Harper,IN,1-10,15/08/2024,Meta Ads
2090,Jackson-Torres,Canada,1-10,05/21/2025,Google Ads
2091,"Olsen, Walker and Vincent",Britain,1-10,2025-08-28,
2092,Watts LLC,USA,51-200,29-Jul-2024,Google Ads
2093,Clark Inc,Britain,1-10,05/03/2023,Direct
2094,Vazquez-Bowers,Britain,1-10,19-Sep-2023,Google Ads
2095,Smith Group,United Kingdom,11-50,13/07/2024,Direct
2096,Williams-Rodriguez,IN,1-10,05-Jun-2023,Google Ads
2097,"Palmer, Brown and Wilson",U.S.A,1-10,2024-12-01,Meta Ads
2098,Williams-Turner,U.K.,11-50,2023-12-12,Meta Ads
2099,Webster Inc,Bharat,11-50,21-Apr-2024,Referral
2100,"Harris, Santana and Lopez",U.S.A,1-10,05/06/2024,Meta Ads
2101,Johnson-Thomas,Australia,1-10,17-Aug-2023,Google Ads
2102,"Mcmahon, Rush and Bailey",Bharat,51-200,10/03/2025,Organic Search
2103,Wyatt Ltd,CA,1-10,02/27/2024,Meta Ads
2104,"Allen, Hudson and Garcia",USA,51-200,2025-02-16,Referral
2105,"Hines, Rice and Baldwin",India,11-50,18-May-2023,
2106,Jackson-Webster,India,11-50,09/03/2023,Direct
2107,Beltran Inc,USA,,2024-11-08,Referral
2108,Knapp Ltd,Britain,11-50,21-Jun-2025,Meta Ads
2109,Richardson-Lawrence,CA,1-10,2024-06-04,Organic Search
2110,Nunez-Rodriguez,Australia,201-1000,12/31/2025,Organic Search
2111,Zavala-Coleman,Bharat,1-10,08-Aug-2023,Organic Search
2112,"Perez, Rodriguez and Rollins",United States,11-50,10/29/2023,Direct
2113,Owens PLC,AU,1000+,2025-05-21,LinkedIn Ads
2114,Simpson LLC,US,11-50,09/12/2025,Google Ads
2115,"Roberts, Bowen and Miller",IN,1-10,02/10/2025,Referral
2116,Wilson-Campbell,India,1-10,07/02/2024,Google Ads
2117,"Fitzgerald, Mcdaniel and Randall",USA,11-50,05/02/2024,Google Ads
2118,Spencer LLC,USA,1000+,06/03/2024,
2119,Lopez-Jones,United States,51-200,2023-04-02,Google Ads
2120,Crosby-Richardson,U.S.A,11-50,08/02/2025,Google Ads
2121,Lutz Group,India,11-50,2023-01-23,Referral
2122,"Garcia, Kim and Barrett",USA,201-1000,2024-08-15,Organic Search
2123,Wilson Group,IN,51-200,12-May-2025,Referral
2124,Neal-Madden,US,1-10,07/20/2023,
2125,"Schaefer, Levine and Brown",Canada,51-200,01/27/2025,Meta Ads
2126,Morgan PLC,United Kingdom,1-10,11/09/2024,Organic Search
2127,Martinez-Massey,United Kingdom,1-10,2023-06-01,Organic Search
2128,"Porter, Hubbard and Miranda",Bharat,1000+,04/05/2024,Google Ads
2129,"Nelson, Clarke and Schneider",Bharat,51-200,04/07/2024,
2130,Kelly-Estrada,UK,11-50,08/25/2024,Meta Ads
2131,Archer-Dixon,U.S.A,11-50,2023-02-01,LinkedIn Ads
2132,Tate Inc,Britain,11-50,05/29/2023,Meta Ads
2133,King Group,AU,201-1000,2025-07-19,Google Ads
2134,Fuller and Sons,US,51-200,19/07/2025,Organic Search
2135,Garcia Inc,US,11-50,11-Jun-2023,Google Ads
2136,Jimenez Inc,Canada,11-50,08/02/2025,LinkedIn Ads
2137,Reyes Ltd,United Kingdom,11-50,10/10/2023,
2138,Hernandez-Howell,U.S.A,11-50,10-Oct-2023,Google Ads
2139,Wolf Ltd,United Kingdom,1-10,09-Jul-2025,Organic Search
2140,"Saunders, Sparks and Harris",USA,51-200,2023-08-04,Meta Ads
2141,"Jimenez, Wagner and Daniels",USA,51-200,2023-01-06,Google Ads
2142,"Payne, Cisneros and Johnson",India,1-10,04/12/2023,Meta Ads
2143,Beard-Wilson,United States,1-10,29/07/2025,Referral
2144,Edwards-Bennett,U.K.,1-10,27/07/2024,Google Ads
2145,Johnson-Thompson,US,1-10,15-Jul-2025,Google Ads
2146,"Dalton, Turner and Mccarthy",United States,51-200,2023-05-01,Direct
2147,Jordan-Edwards,US,11-50,2023-01-03,Referral
2148,Freeman-Rodriguez,U.S.A,51-200,06/15/2023,Google Ads
2149,"Henry, Spencer and Ryan",USA,1-10,2024-02-13,LinkedIn Ads
2150,Alvarez-Dickerson,U.S.A,201-1000,09-Jun-2024,Referral
2151,"Brown, Baker and Garza",U.K.,1-10,08/23/2024,Organic Search
2152,Jensen-Gomez,UK,1-10,2025-04-24,Organic Search
2153,Flores-Johnson,United Kingdom,201-1000,2025-11-20,Direct
2154,Anderson LLC,United States,1-10,03/14/2023,Google Ads
2155,Pacheco-Silva,USA,11-50,21-May-2023,Meta Ads
2156,"Peterson, Davis and Reed",UK,201-1000,21-Nov-2024,Google Ads
2157,Jenkins-Brown,CA,51-200,21-Mar-2023,LinkedIn Ads
2158,Wright Ltd,AU,1-10,10/27/2025,Meta Ads
2159,Watkins-Lozano,CA,201-1000,04/11/2025,
2160,Melton Inc,Canada,11-50,03/16/2025,Organic Search
2161,Jackson-Ryan,USA,11-50,2023-01-20,LinkedIn Ads
2162,Murray Group,US,51-200,2023-02-26,Organic Search
2163,"Robertson, Fisher and Smith",CA,201-1000,05-Nov-2025,
2164,Chapman-Odom,AU,51-200,2025-06-30,Google Ads
2165,Hudson-Morris,U.K.,1-10,23/04/2024,Direct
2166,Stokes Inc,Canada,1-10,04-Oct-2023,Direct
2167,"Leonard, Rogers and Shaw",Australia,1-10,2023-01-22,LinkedIn Ads
2168,"Morgan, Mendez and Cox",US,201-1000,15-Mar-2024,Direct
2169,Harris-Reid,U.K.,11-50,03/07/2023,Google Ads
2170,Pittman PLC,India,11-50,07-Aug-2025,Google Ads
2171,Mitchell Inc,India,1-10,15/05/2023,Direct
2172,Davies-Morales,Canada,,2024-02-21,Organic Search
2173,Weber Inc,AUS,11-50,04-Apr-2023,
2174,"Richard, Davis and Rogers",India,1000+,29-Mar-2024,Meta Ads
2175,Knight PLC,USA,,2025-02-04,Meta Ads
2176,Simmons-Reed,U.S.A,11-50,2023-01-27,Meta Ads
2177,Pearson LLC,U.S.A,11-50,06/18/2025,Google Ads
2178,"Brock, Reynolds and Fernandez",UK,51-200,22-Mar-2024,Organic Search
2179,Perry LLC,Australia,11-50,06-Jan-2023,LinkedIn Ads
2180,"Robertson, Powers and Kelley",USA,11-50,11/26/2023,Referral
2181,Burton PLC,USA,1-10,2025-03-12,Google Ads
2182,Ray and Sons,Bharat,1-10,2023-11-03,Google Ads
2183,"Hayden, Harmon and Mcdonald",India,11-50,23/03/2023,
2184,"Patel, Mendez and Hammond",U.S.A,1-10,11/11/2025,Google Ads
2185,Michael-Barber,USA,11-50,10/06/2023,Google Ads
2186,Boyd LLC,U.S.A,201-1000,10/24/2024,Referral
2187,Hernandez-Hernandez,U.S.A,1-10,06/04/2023,Referral
2188,"Cannon, Richard and Jenkins",Bharat,11-50,10/17/2023,Meta Ads
2189,Walters Group,AU,1-10,16/09/2023,LinkedIn Ads
2190,Colon-Lucas,United States,1-10,06/01/2024,Organic Search
2191,Mcdaniel-Young,United States,,2025-12-05,LinkedIn Ads
2192,Wilson and Sons,United Kingdom,11-50,27-Oct-2025,LinkedIn Ads
2193,Sanchez LLC,Britain,1-10,2025-08-21,Organic Search
2194,Washington-Esparza,IN,11-50,2024-04-29,Referral
2195,Lucas-Johnson,Britain,11-50,13-Nov-2023,Organic Search
2196,Nelson Inc,US,51-200,04/20/2023,Direct
2197,Clarke-Ramirez,United States,11-50,30/12/2023,Organic Search
2198,"Thompson, Phelps and Stuart",USA,1-10,02/05/2023,Meta Ads
2199,Casey-Brown,Bharat,51-200,10/12/2025,Google Ads
2200,Edwards LLC,Bharat,51-200,2023-09-17,Organic Search
2201,Lester Group,USA,201-1000,24/03/2024,Google Ads
2202,Powers-Blackwell,India,11-50,2024-05-14,Google Ads
2203,Hahn-Ramsey,United Kingdom,1-10,13-Apr-2025,Google Ads
2204,Young PLC,Bharat,201-1000,2024-04-17,LinkedIn Ads
2205,"Mason, Martinez and Beck",India,51-200,2023-09-28,Organic Search
2206,"Herring, Huynh and King",United Kingdom,,19/08/2025,Referral
2207,Young Inc,United States,1-10,06/23/2024,Direct
2208,Murphy-Silva,USA,51-200,2023-06-16,Google Ads
2209,Shaffer-Manning,US,51-200,2025-05-05,Direct
2210,Robinson-Rodriguez,U.S.A,1-10,10-Nov-2023,LinkedIn Ads
2211,Booker Group,U.K.,51-200,07-Sep-2024,LinkedIn Ads
2212,King-Lawrence,India,11-50,05/04/2024,Meta Ads
2213,Ferguson-Lyons,UK,11-50,12/12/2023,LinkedIn Ads
2214,Stewart Group,U.S.A,201-1000,09-Oct-2023,Organic Search
2215,Vega-Richmond,USA,51-200,07/27/2023,Referral
2216,Cox Ltd,Canada,1-10,2025-04-14,Google Ads
2217,Underwood-Smith,Bharat,1-10,17/02/2025,Google Ads
2218,"Johnson, Stevenson and Lindsey",IN,1000+,01/08/2025,
2219,Vazquez Ltd,US,201-1000,19-Feb-2024,
2220,King Group,AU,11-50,10/19/2025,Meta Ads
2221,Fowler-Haynes,IN,11-50,04-Jul-2024,Referral
2222,"Martinez, Camacho and Mathews",Bharat,201-1000,11/18/2024,Meta Ads
2223,Smith-Yu,CA,11-50,2025-03-15,Organic Search
2224,Turner-Mayer,U.K.,1-10,2023-09-17,Meta Ads
2225,Evans and Sons,U.K.,1-10,06-Nov-2025,Meta Ads
2226,Welch-Suarez,IN,11-50,19/02/2025,Referral
2227,"Sullivan, Johnson and Delacruz",US,1-10,07/10/2023,Referral
2228,Ruiz-Gutierrez,US,1000+,18/04/2023,Direct
2229,Love-Mcdowell,India,51-200,2025-04-30,Meta Ads
2230,Holloway Ltd,Britain,51-200,2024-03-26,LinkedIn Ads
2231,Hunter-Bell,United States,201-1000,2025-10-12,Referral
2232,"Daniel, Kelley and Murphy",U.S.A,201-1000,09-Jul-2023,Organic Search
2233,"Johnson, Williams and May",India,201-1000,06/05/2025,LinkedIn Ads
2234,"Ramos, Davidson and Smith",U.S.A,11-50,2024-02-02,Google Ads
2235,Fuller LLC,IN,201-1000,11/30/2024,Referral
2236,"Miller, Moore and Black",U.S.A,51-200,30-Mar-2025,
2237,"Hines, Bradford and Jennings",Canada,51-200,01-Jan-2025,
2238,Hayes-Russo,United States,1-10,16/03/2023,Google Ads
2239,Green Ltd,USA,11-50,16-Oct-2024,Referral
2240,"Serrano, Marsh and Gonzalez",United States,51-200,21/03/2024,LinkedIn Ads
2241,Richardson-Long,Canada,1-10,09/07/2023,Organic Search
2242,Duffy-Wilkerson,United States,11-50,17/01/2024,Organic Search
2243,Smith Inc,Bharat,51-200,22/12/2024,Referral
2244,"Holland, Sims and Meadows",U.S.A,51-200,2024-04-09,Google Ads
2245,Gonzalez-Haynes,U.S.A,51-200,30-Mar-2024,Google Ads
2246,Williams PLC,CA,1-10,24/03/2025,
2247,Burke-Hernandez,U.S.A,51-200,2023-09-05,Referral
2248,Jackson-Bradley,U.S.A,1-10,13/09/2023,Google Ads
2249,Higgins Group,AU,51-200,01/10/2024,Direct
2250,Wilcox-Snyder,CA,201-1000,29-Dec-2025,Referral
2251,Reeves and Sons,USA,1000+,2024-03-19,Direct
2252,Roberts-Snyder,Bharat,1-10,21/08/2024,Google Ads
2253,Reynolds and Sons,Bharat,1-10,13-Jan-2024,Direct
2254,"Lewis, Holloway and Acosta",United States,1-10,08/03/2025,Referral
2255,Barnes Group,United States,1-10,24/12/2025,Meta Ads
2256,Johnson LLC,US,201-1000,14-Apr-2024,Direct
2257,Williamson and Sons,United States,51-200,26-Mar-2024,Google Ads
2258,Aguilar-Holland,India,51-200,08/27/2025,Meta Ads
2259,Smith and Sons,US,11-50,29-May-2024,Referral
2260,Mccann-Sanders,US,1-10,28-May-2023,Referral
2261,Reeves Ltd,United States,11-50,08-Feb-2025,Google Ads
2262,Fitzgerald-Scott,Australia,,04/09/2025,Referral
2263,Hawkins Inc,India,1-10,13/10/2025,Organic Search
2264,Galvan-Ruiz,Britain,11-50,04/06/2025,
2265,Barajas-Crosby,USA,11-50,23/05/2025,LinkedIn Ads
2266,"Mckinney, Pacheco and Smith",U.S.A,11-50,02/27/2023,Meta Ads
2267,"Harvey, Turner and Foster",IN,1-10,22-Dec-2024,Organic Search
2268,Anderson-Mcclain,United States,1-10,21-Feb-2025,Google Ads
2269,Carpenter LLC,United States,1-10,24-Oct-2023,Google Ads
2270,Gordon LLC,Britain,1000+,07/11/2024,Organic Search
2271,Anderson-Stewart,United States,1-10,01/03/2023,Direct
2272,"Hamilton, Green and Edwards",U.K.,11-50,06/07/2025,Direct
2273,Porter LLC,US,51-200,05/23/2025,
2274,"Ward, Jordan and Orr",US,11-50,03/27/2024,Google Ads
2275,Austin-Juarez,IN,1-10,06/22/2025,Referral
2276,Black-Graham,USA,51-200,12-Apr-2023,Organic Search
2277,Stewart Group,USA,11-50,05-Aug-2025,Google Ads
2278,Peters Ltd,Bharat,11-50,17/11/2024,Meta Ads
2279,"Yates, Brown and Hernandez",US,201-1000,20-Jun-2024,Direct
2280,White Group,IN,11-50,06/09/2023,Direct
2281,Martin-Mcdonald,AUS,11-50,07/18/2024,Meta Ads
2282,Carney Group,USA,1-10,10/27/2023,Organic Search
2283,Alexander Ltd,India,11-50,2025-12-27,Referral
2284,"Washington, Vasquez and Singleton",United States,1000+,17/01/2023,
2285,Martinez Inc,U.S.A,11-50,30-Mar-2023,Meta Ads
2286,Oneill and Sons,IN,1-10,2025-01-28,Referral
2287,Brady LLC,United States,1-10,10/09/2024,LinkedIn Ads
2288,"Macdonald, Willis and Silva",India,51-200,22/04/2023,Google Ads
2289,Fox PLC,India,1-10,08/03/2025,Meta Ads
2290,Butler Inc,US,1000+,23/08/2025,Organic Search
2291,Tate Ltd,CA,11-50,08/01/2025,Google Ads
2292,Clay Inc,USA,1-10,01/29/2025,Google Ads
2293,Maldonado-Becker,USA,201-1000,03/10/2023,Google Ads
2294,Brooks-Hickman,United States,1-10,02/08/2023,Organic Search
2295,Hood and Sons,Bharat,1-10,27/02/2023,Referral
2296,Miller Ltd,U.K.,51-200,2025-02-20,Direct
2297,"Castillo, Fuller and Adams",IN,201-1000,16-Jun-2025,Google Ads
2298,"Smith, Booker and Douglas",US,1-10,2023-04-30,LinkedIn Ads
2299,Nguyen-Dennis,US,11-50,14/05/2025,Google Ads
2300,"Meadows, Robles and Anderson",USA,1000+,01/12/2025,Organic Search
2301,Solis LLC,United States,,03/17/2024,Google Ads
2302,Yates-Manning,United Kingdom,51-200,2023-09-09,LinkedIn Ads
2303,"Crane, James and Ross",Britain,51-200,18/10/2023,Organic Search
2304,Allen Group,Australia,,22/12/2023,Meta Ads
2305,Smith and Sons,CA,1-10,25/09/2025,Google Ads
2306,Price Group,US,1-10,2025-07-27,Direct
2307,Holland-Best,USA,,12/01/2023,Google Ads
2308,Martinez Group,AU,201-1000,2025-04-27,Meta Ads
2309,Fitzgerald-Dorsey,AUS,1-10,11/10/2025,Meta Ads
2310,"Munoz, Howard and Davis",Canada,11-50,02/03/2025,LinkedIn Ads
2311,Hunt-Burns,IN,1-10,2023-10-31,Referral
2312,Alvarez-Hart,AU,11-50,03/12/2024,Referral
2313,Davis-Henderson,CA,11-50,25/05/2024,
2314,Austin-Hamilton,United States,1000+,26/06/2023,Google Ads
2315,Davis-Palmer,Bharat,,2025-05-01,Organic Search
2316,Rhodes-Holland,United Kingdom,1-10,19/09/2025,Google Ads
2317,"Moore, Simpson and Soto",US,1-10,12/27/2024,Meta Ads
2318,"Miller, Mcdonald and Miller",USA,201-1000,10/19/2023,Direct
2319,Evans-Joyce,United States,201-1000,08-Jan-2025,Google Ads
2320,"Leach, Skinner and Mills",IN,51-200,22/02/2025,Google Ads
2321,Carroll-Arnold,US,1-10,08/25/2024,Referral
2322,Palmer PLC,U.K.,1-10,01/25/2023,Google Ads
2323,Gutierrez-Marshall,Bharat,1-10,12/16/2024,Referral
2324,"Carroll, King and Scott",UK,11-50,24-Mar-2025,Organic Search
2325,Mack Inc,U.K.,11-50,14-Jan-2024,LinkedIn Ads
2326,Yang Group,United Kingdom,1-10,06/05/2025,Meta Ads
2327,Hartman Group,US,1-10,11/19/2023,Meta Ads
2328,Miller Ltd,USA,1-10,12/10/2024,Organic Search
2329,Edwards-Ramsey,UK,1-10,16/04/2025,Organic Search
2330,"Cole, Morton and Peterson",U.S.A,1-10,05-Jun-2023,Meta Ads
2331,Clark Inc,USA,1-10,08/08/2023,
2332,"Hendrix, Green and Nunez",India,51-200,12/05/2023,Google Ads
2333,Ferguson-Smith,IN,11-50,29/08/2024,Direct
2334,Smith Ltd,AU,11-50,2025-05-04,
2335,Stevens-Sullivan,U.K.,11-50,2023-04-30,Direct
2336,"Church, Guzman and Tucker",U.S.A,11-50,12/30/2023,LinkedIn Ads
2337,"Li, Jensen and Vazquez",US,1-10,12/02/2025,Organic Search
2338,"Leonard, Ballard and Miller",Bharat,11-50,2023-09-01,Organic Search
2339,Smith Inc,Bharat,51-200,2025-06-12,
2340,Horton and Sons,USA,11-50,2024-06-02,Referral
2341,Clark Ltd,U.S.A,51-200,11-Nov-2023,LinkedIn Ads
2342,Santos Group,United Kingdom,11-50,26/11/2023,
2343,"Garrison, Ryan and Miller",AUS,1-10,2025-04-19,
2344,Hernandez-Henderson,USA,11-50,2023-11-27,Google Ads
2345,Martin and Sons,United States,51-200,2024-10-30,Meta Ads
2346,"Park, Maynard and Ruiz",Canada,51-200,2025-05-05,Organic Search
2347,Richards-Harris,U.S.A,51-200,29/12/2025,Google Ads
2348,"Gallegos, Myers and Cook",Australia,201-1000,28/02/2024,LinkedIn Ads
2349,Mccoy Ltd,U.S.A,201-1000,04/14/2025,Google Ads
2350,Petty-Allison,U.S.A,1-10,2023-08-03,Organic Search
2351,"Lane, Simon and Duarte",USA,201-1000,16/02/2024,Organic Search
2352,Freeman Group,USA,51-200,2025-08-02,Organic Search
2353,"Garza, Carr and Gregory",Britain,11-50,06-Oct-2025,Organic Search
2354,Hall-Brown,Australia,11-50,13-Jan-2023,Direct
2355,Henderson LLC,United States,11-50,2023-09-18,LinkedIn Ads
2356,"Brown, Orozco and Butler",U.S.A,11-50,28/12/2025,LinkedIn Ads
2357,Wilson-Dean,India,51-200,11/05/2023,Meta Ads
2358,"Reed, Terry and Smith",Bharat,11-50,25/12/2024,Google Ads
2359,Barber-Harrison,USA,,12-Jul-2024,Organic Search
2360,Hall-Robinson,AU,11-50,02/16/2023,Organic Search
2361,"Morgan, Guzman and Kirby",U.K.,51-200,2023-05-09,
2362,"Mcdonald, Ware and Sharp",Britain,51-200,20-Sep-2024,LinkedIn Ads
2363,Moyer-Whitaker,United Kingdom,1-10,11/08/2025,Organic Search
2364,"Delgado, Ward and Kennedy",U.K.,11-50,2025-07-27,Organic Search
2365,Howell LLC,CA,,12/29/2025,Meta Ads
2366,"Curry, Estrada and Anderson",AUS,,12/17/2023,Referral
2367,Moore Group,U.S.A,,16-Aug-2024,Direct
2368,Leon Group,U.K.,,04/01/2025,Referral
2369,Young-Hawkins,Australia,11-50,11/06/2024,Organic Search
2370,Howard LLC,United States,,12/12/2024,Referral
2371,Rhodes-Thompson,India,1-10,04/07/2023,Google Ads
2372,"Johnson, Brown and Jordan",US,1-10,21-Feb-2024,Direct
2373,"Perez, Hoffman and Tucker",India,1000+,06/16/2025,Organic Search
2374,Glover-Hammond,Britain,51-200,2023-02-09,LinkedIn Ads
2375,"Adams, Hernandez and Vaughn",USA,,25-May-2025,Organic Search
2376,"Munoz, Garcia and Williams",US,11-50,27-Sep-2023,Direct
2377,Lloyd-Estes,CA,1-10,05/02/2025,Direct
2378,Villegas PLC,US,201-1000,12/06/2025,Google Ads
2379,"Casey, Meza and Colon",Canada,11-50,13-Sep-2023,Meta Ads
2380,Romero and Sons,United Kingdom,11-50,13-Jun-2024,LinkedIn Ads
2381,"Wilson, Harris and Ward",USA,1-10,14/06/2025,Google Ads
2382,"Carter, Alexander and Hunter",U.S.A,1000+,17/06/2023,Meta Ads
2383,"Harrell, Moore and Cox",Bharat,1-10,2023-04-26,Google Ads
2384,Martinez and Sons,Canada,1-10,08/25/2025,Referral
2385,Montes-Hammond,US,11-50,19-May-2024,Organic Search
2386,Sanchez Group,US,51-200,12/15/2023,Meta Ads
2387,Mitchell-Jackson,US,11-50,2025-09-28,Google Ads
2388,Watson-Fischer,United Kingdom,1-10,01/13/2025,Google Ads
2389,Soto-Sanchez,US,11-50,15-Mar-2024,Google Ads
2390,"Fisher, Perez and Pham",U.S.A,11-50,01/09/2023,Meta Ads
2391,Hardin-Villanueva,USA,1-10,2023-03-17,LinkedIn Ads
2392,"Norton, Cox and Johnson",Britain,201-1000,20/06/2023,Google Ads
2393,Carrillo Ltd,United Kingdom,11-50,2025-11-16,LinkedIn Ads
2394,"Acevedo, Miller and Edwards",USA,11-50,09/09/2025,Google Ads
2395,Hamilton Group,United States,1-10,03/10/2024,LinkedIn Ads
2396,Keller Ltd,Canada,,2025-09-15,Referral
