customer_id,company_name,country,company_size_band,signup_date,acquisition_channel,signup_date_ambiguous
2124,Ruiz-Gutierrez,United States,1-10,2023-07-20,,False
2125,Love-Mcdowell,Canada,51-200,2025-01-27,Meta Ads,False
2126,Holloway Ltd,United Kingdom,1-10,2024-09-11,Organic Search,True
2127,Hunter-Bell,United Kingdom,1-10,2023-06-01,Organic Search,False
2128,"Daniel, Kelley and Murphy",India,1000+,2024-05-04,Google Ads,True
2129,"Johnson, Williams and May",India,51-200,2024-07-04,,True
2130,"Ramos, Davidson and Smith",United Kingdom,11-50,2024-08-25,Meta Ads,False
2131,Fuller LLC,United States,11-50,2023-02-01,LinkedIn Ads,False
2132,"Miller, Moore and Black",United Kingdom,11-50,2023-05-29,Meta Ads,False
2133,"Hines, Bradford and Jennings",Australia,201-1000,2025-07-19,Google Ads,False
2134,Hayes-Russo,United States,51-200,2025-07-19,Organic Search,False
2135,"Serrano, Marsh and Gonzalez",United States,11-50,2023-06-11,Google Ads,False
2136,Richardson-Long,Canada,11-50,2025-02-08,LinkedIn Ads,True
2137,Duffy-Wilkerson,United Kingdom,11-50,2023-10-10,,True
2138,Smith Inc,United States,11-50,2023-10-10,Google Ads,False
2139,"Holland, Sims and Meadows",United Kingdom,1-10,2025-07-09,Organic Search,False
2140,Gonzalez-Haynes,United States,51-200,2023-08-04,Meta Ads,False
2141,Burke-Hernandez,United States,51-200,2023-01-06,Google Ads,False
2142,Jackson-Bradley,India,1-10,2023-12-04,Meta Ads,True
2143,Higgins Group,United States,1-10,2025-07-29,Referral,False
2144,Wilcox-Snyder,United Kingdom,1-10,2024-07-27,Google Ads,False
2145,Reeves and Sons,United States,1-10,2025-07-15,Google Ads,False
2146,Roberts-Snyder,United States,51-200,2023-05-01,Direct,False
2147,Reynolds and Sons,United States,11-50,2023-01-03,Referral,False
2148,"Lewis, Holloway and Acosta",United States,51-200,2023-06-15,Google Ads,False
2149,Barnes Group,United States,1-10,2024-02-13,LinkedIn Ads,False
2150,Williamson and Sons,United States,201-1000,2024-06-09,Referral,False
2151,Aguilar-Holland,United Kingdom,1-10,2024-08-23,Organic Search,False
2152,Mccann-Sanders,United Kingdom,1-10,2025-04-24,Organic Search,False
2153,Reeves Ltd,United Kingdom,201-1000,2025-11-20,Direct,False
2154,Fitzgerald-Scott,United States,1-10,2023-03-14,Google Ads,False
2155,Hawkins Inc,United States,11-50,2023-05-21,Meta Ads,False
2156,Galvan-Ruiz,United Kingdom,201-1000,2024-11-21,Google Ads,False
2157,Barajas-Crosby,Canada,51-200,2023-03-21,LinkedIn Ads,False
2158,"Mckinney, Pacheco and Smith",Australia,1-10,2025-10-27,Meta Ads,False
2159,"Harvey, Turner and Foster",Canada,201-1000,2025-11-04,,True
2160,Anderson-Mcclain,Canada,11-50,2025-03-16,Organic Search,False
2161,Carpenter LLC,United States,11-50,2023-01-20,LinkedIn Ads,False
2162,Gordon LLC,United States,51-200,2023-02-26,Organic Search,False
2163,Anderson-Stewart,Canada,201-1000,2025-11-05,,False
2164,"Hamilton, Green and Edwards",Australia,51-200,2025-06-30,Google Ads,False
2165,Porter LLC,United Kingdom,1-10,2024-04-23,Direct,False
2166,"Ward, Jordan and Orr",Canada,1-10,2023-10-04,Direct,False
2167,Austin-Juarez,Australia,1-10,2023-01-22,LinkedIn Ads,False
2168,Black-Graham,United States,201-1000,2024-03-15,Direct,False
2169,Peters Ltd,United Kingdom,11-50,2023-07-03,Google Ads,True
2170,"Yates, Brown and Hernandez",India,11-50,2025-08-07,Google Ads,False
2171,White Group,India,1-10,2023-05-15,Direct,False
2172,Martin-Mcdonald,Canada,,2024-02-21,Organic Search,False
2173,Carney Group,Australia,11-50,2023-04-04,,False
2174,Alexander Ltd,India,1000+,2024-03-29,Meta Ads,False
2175,"Washington, Vasquez and Singleton",United States,,2025-02-04,Meta Ads,False
2176,Oneill and Sons,United States,11-50,2023-01-27,Meta Ads,False
2177,"Macdonald, Willis and Silva",United States,11-50,2025-06-18,Google Ads,False
2178,Fox PLC,United Kingdom,51-200,2024-03-22,Organic Search,False
2179,Butler Inc,Australia,11-50,2023-01-06,LinkedIn Ads,False
2180,Tate Ltd,United States,11-50,2023-11-26,Referral,False
2181,Clay Inc,United States,1-10,2025-03-12,Google Ads,False
2182,Maldonado-Becker,India,1-10,2023-11-03,Google Ads,False
2183,Brooks-Hickman,India,11-50,2023-03-23,,False
2184,Hood and Sons,United States,1-10,2025-11-11,Google Ads,True
2185,"Castillo, Fuller and Adams",United States,11-50,2023-06-10,Google Ads,True
2186,"Smith, Booker and Douglas",United States,201-1000,2024-10-24,Referral,False
2187,Nguyen-Dennis,United States,1-10,2023-04-06,Referral,True
2188,"Meadows, Robles and Anderson",India,11-50,2023-10-17,Meta Ads,False
2189,Solis LLC,Australia,1-10,2023-09-16,LinkedIn Ads,False
2190,Yates-Manning,United States,1-10,2024-01-06,Organic Search,True
2191,"Crane, James and Ross",United States,,2025-12-05,LinkedIn Ads,False
2192,Allen Group,United Kingdom,11-50,2025-10-27,LinkedIn Ads,False
2193,Price Group,United Kingdom,1-10,2025-08-21,Organic Search,False
2194,Holland-Best,India,11-50,2024-04-29,Referral,False
2195,Martinez Group,United Kingdom,11-50,2023-11-13,Organic Search,False
2196,Fitzgerald-Dorsey,United States,51-200,2023-04-20,Direct,False
2197,"Munoz, Howard and Davis",United States,11-50,2023-12-30,Organic Search,False
2198,Hunt-Burns,United States,1-10,2023-05-02,Meta Ads,True
2199,Alvarez-Hart,India,51-200,2025-12-10,Google Ads,True
2200,Davis-Henderson,India,51-200,2023-09-17,Organic Search,False
2201,Austin-Hamilton,United States,201-1000,2024-03-24,Google Ads,False
2202,Davis-Palmer,India,11-50,2024-05-14,Google Ads,False
2203,Rhodes-Holland,United Kingdom,1-10,2025-04-13,Google Ads,False
2204,"Moore, Simpson and Soto",India,201-1000,2024-04-17,LinkedIn Ads,False
2205,"Miller, Mcdonald and Miller",India,51-200,2023-09-28,Organic Search,False
2206,Evans-Joyce,United Kingdom,,2025-08-19,Referral,False
2207,"Leach, Skinner and Mills",United States,1-10,2024-06-23,Direct,False
2208,Carroll-Arnold,United States,51-200,2023-06-16,Google Ads,False
2209,Palmer PLC,United States,51-200,2025-05-05,Direct,False
2210,Gutierrez-Marshall,United States,1-10,2023-11-10,LinkedIn Ads,False
2211,"Carroll, King and Scott",United Kingdom,51-200,2024-09-07,LinkedIn Ads,False
2212,Mack Inc,India,11-50,2024-04-05,Meta Ads,True
2213,Yang Group,United Kingdom,11-50,2023-12-12,LinkedIn Ads,True
2214,Hartman Group,United States,201-1000,2023-10-09,Organic Search,False
2215,Edwards-Ramsey,United States,51-200,2023-07-27,Referral,False
2216,"Cole, Morton and Peterson",Canada,1-10,2025-04-14,Google Ads,False
2217,"Hendrix, Green and Nunez",India,1-10,2025-02-17,Google Ads,False
2218,Ferguson-Smith,India,1000+,2025-08-01,,True
2219,Stevens-Sullivan,United States,201-1000,2024-02-19,,False
2220,"Church, Guzman and Tucker",Australia,11-50,2025-10-19,Meta Ads,False
2221,"Li, Jensen and Vazquez",India,11-50,2024-07-04,Referral,False
2222,"Leonard, Ballard and Miller",India,201-1000,2024-11-18,Meta Ads,False
2223,Horton and Sons,Canada,11-50,2025-03-15,Organic Search,False
2224,Santos Group,United Kingdom,1-10,2023-09-17,Meta Ads,False
2225,"Garrison, Ryan and Miller",United Kingdom,1-10,2025-11-06,Meta Ads,False
2226,Hernandez-Henderson,India,11-50,2025-02-19,Referral,False
2227,Martin and Sons,United States,1-10,2023-10-07,Referral,True
2228,"Park, Maynard and Ruiz",United States,1000+,2023-04-18,Direct,False
2229,Richards-Harris,India,51-200,2025-04-30,Meta Ads,False
2230,"Gallegos, Myers and Cook",United Kingdom,51-200,2024-03-26,LinkedIn Ads,False
2231,Mccoy Ltd,United States,201-1000,2025-10-12,Referral,False
2232,Petty-Allison,United States,201-1000,2023-07-09,Organic Search,False
2233,"Lane, Simon and Duarte",India,201-1000,2025-05-06,LinkedIn Ads,True
2234,Freeman Group,United States,11-50,2024-02-02,Google Ads,False
2235,"Garza, Carr and Gregory",India,201-1000,2024-11-30,Referral,False
2236,Hall-Brown,United States,51-200,2025-03-30,,False
2237,Henderson LLC,Canada,51-200,2025-01-01,,False
2238,"Brown, Orozco and Butler",United States,1-10,2023-03-16,Google Ads,False
2239,Wilson-Dean,United States,11-50,2024-10-16,Referral,False
2240,"Reed, Terry and Smith",United States,51-200,2024-03-21,LinkedIn Ads,False
2241,Barber-Harrison,Canada,1-10,2023-07-09,Organic Search,True
2242,Hall-Robinson,United States,11-50,2024-01-17,Organic Search,False
2243,"Morgan, Guzman and Kirby",India,51-200,2024-12-22,Referral,False
2244,"Mcdonald, Ware and Sharp",United States,51-200,2024-04-09,Google Ads,False
2245,Moyer-Whitaker,United States,51-200,2024-03-30,Google Ads,False
2246,"Delgado, Ward and Kennedy",Canada,1-10,2025-03-24,,False
2247,Howell LLC,United States,51-200,2023-09-05,Referral,False
2248,"Curry, Estrada and Anderson",United States,1-10,2023-09-13,Google Ads,False
2249,Leon Group,Australia,51-200,2024-10-01,Direct,True
2250,Young-Hawkins,Canada,201-1000,2025-12-29,Referral,False
2251,Howard LLC,United States,1000+,2024-03-19,Direct,False
2252,Rhodes-Thompson,India,1-10,2024-08-21,Google Ads,False
2253,"Johnson, Brown and Jordan",India,1-10,2024-01-13,Direct,False
2254,"Perez, Hoffman and Tucker",United States,1-10,2025-03-08,Referral,True
2255,Glover-Hammond,United States,1-10,2025-12-24,Meta Ads,False
2256,"Adams, Hernandez and Vaughn",United States,201-1000,2024-04-14,Direct,False
2257,"Munoz, Garcia and Williams",United States,51-200,2024-03-26,Google Ads,False
2258,Lloyd-Estes,India,51-200,2025-08-27,Meta Ads,False
2259,Villegas PLC,United States,11-50,2024-05-29,Referral,False
2260,"Casey, Meza and Colon",United States,1-10,2023-05-28,Referral,False
2261,Romero and Sons,United States,11-50,2025-02-08,Google Ads,False
2262,"Wilson, Harris and Ward",Australia,,2025-09-04,Referral,True
2263,"Carter, Alexander and Hunter",India,1-10,2025-10-13,Organic Search,False
2264,"Harrell, Moore and Cox",United Kingdom,11-50,2025-06-04,,True
2265,Montes-Hammond,United States,11-50,2025-05-23,LinkedIn Ads,False
2266,Sanchez Group,United States,11-50,2023-02-27,Meta Ads,False
2267,Mitchell-Jackson,India,1-10,2024-12-22,Organic Search,False
2268,Watson-Fischer,United States,1-10,2025-02-21,Google Ads,False
2269,Soto-Sanchez,United States,1-10,2023-10-24,Google Ads,False
2270,"Fisher, Perez and Pham",United Kingdom,1000+,2024-11-07,Organic Search,True
2271,Hardin-Villanueva,United States,1-10,2023-03-01,Direct,True
2272,"Norton, Cox and Johnson",United Kingdom,11-50,2025-07-06,Direct,True
2273,Carrillo Ltd,United States,51-200,2025-05-23,,False
2274,"Acevedo, Miller and Edwards",United States,11-50,2024-03-27,Google Ads,False
2275,Hamilton Group,India,1-10,2025-06-22,Referral,False
2276,Keller Ltd,United States,51-200,2023-04-12,Organic Search,False
2277,Orr Inc,United States,11-50,2025-08-05,Google Ads,False
2278,"Whitney, Lloyd and Liu",India,11-50,2024-11-17,Meta Ads,False
2279,Barnes-Blackwell,United States,201-1000,2024-06-20,Direct,False
2280,"Spencer, Torres and Newton",India,11-50,2023-09-06,Direct,True
2281,Smith-Ramirez,Australia,11-50,2024-07-18,Meta Ads,False
2282,"Bishop, Thomas and Powell",United States,1-10,2023-10-27,Organic Search,False
2283,"Harris, Stephens and Kramer",India,11-50,2025-12-27,Referral,False
2284,"Ramos, Reed and Cain",United States,1000+,2023-01-17,,False
2285,"Sullivan, Gonzalez and Turner",United States,11-50,2023-03-30,Meta Ads,False
2286,Medina Group,India,1-10,2025-01-28,Referral,False
2287,"Higgins, Hobbs and Meyer",United States,1-10,2024-09-10,LinkedIn Ads,True
2288,"Campbell, Davis and Arnold",India,51-200,2023-04-22,Google Ads,False
2289,"Peterson, Reid and Johnson",India,1-10,2025-03-08,Meta Ads,True
2290,"Vargas, Allen and Schroeder",United States,1000+,2025-08-23,Organic Search,False
2291,"Henderson, Wagner and Dennis",Canada,11-50,2025-01-08,Google Ads,True
2292,Green-Romero,United States,1-10,2025-01-29,Google Ads,False
2293,West PLC,United States,201-1000,2023-10-03,Google Ads,True
2294,"Smith, Morgan and Young",United States,1-10,2023-08-02,Organic Search,True
2295,"Zhang, Cunningham and Kline",India,1-10,2023-02-27,Referral,False
2296,"Wade, Richard and Hall",United Kingdom,51-200,2025-02-20,Direct,False
2297,Mitchell-Glover,India,201-1000,2025-06-16,Google Ads,False
2298,"Armstrong, Taylor and Gray",United States,1-10,2023-04-30,LinkedIn Ads,False
2299,"Wright, Murphy and Aguilar",United States,11-50,2025-05-14,Google Ads,False
2300,Gibson-Thomas,United States,1000+,2025-12-01,Organic Search,True
2301,Poole-Miller,United States,,2024-03-17,Google Ads,False
2302,Coleman and Sons,United Kingdom,51-200,2023-09-09,LinkedIn Ads,False
2303,Lewis-Miller,United Kingdom,51-200,2023-10-18,Organic Search,False
2304,"Fox, Chapman and Stone",Australia,,2023-12-22,Meta Ads,False
2305,Wiggins-Silva,Canada,1-10,2025-09-25,Google Ads,False
2306,"Henderson, Alexander and Galvan",United States,1-10,2025-07-27,Direct,False
2307,Dennis-Butler,United States,,2023-01-12,Google Ads,True
2308,Dawson-Anderson,Australia,201-1000,2025-04-27,Meta Ads,False
2309,"Palmer, Rice and Benson",Australia,1-10,2025-10-11,Meta Ads,True
2310,Kennedy-Francis,Canada,11-50,2025-03-02,LinkedIn Ads,True
2311,"Wood, Crane and Guzman",India,1-10,2023-10-31,Referral,False
2312,Rodriguez-Wood,Australia,11-50,2024-12-03,Referral,True
2313,Williams-Hernandez,Canada,11-50,2024-05-25,,False
2314,Torres-Brooks,United States,1000+,2023-06-26,Google Ads,False
2315,Tucker-Moody,India,,2025-05-01,Organic Search,False
2316,Bowers Group,United Kingdom,1-10,2025-09-19,Google Ads,False
2317,Zuniga LLC,United States,1-10,2024-12-27,Meta Ads,False
2318,Lewis-Fuentes,United States,201-1000,2023-10-19,Direct,False
2319,Smith-Kelley,United States,201-1000,2025-01-08,Google Ads,False
2320,Harrell Group,India,51-200,2025-02-22,Google Ads,False
2321,Berry-Knight,United States,1-10,2024-08-25,Referral,False
2322,Harrington-Alvarez,United Kingdom,1-10,2023-01-25,Google Ads,False
2323,"Bass, Anderson and Taylor",India,1-10,2024-12-16,Referral,False
2324,"Murray, Cole and Cole",United Kingdom,11-50,2025-03-24,Organic Search,False
2325,"Nguyen, Marsh and Beck",United Kingdom,11-50,2024-01-14,LinkedIn Ads,False
2326,Hughes-Mccullough,United Kingdom,1-10,2025-05-06,Meta Ads,True
2327,Weaver-Rubio,United States,1-10,2023-11-19,Meta Ads,False
2328,Fitzgerald-Brewer,United States,1-10,2024-10-12,Organic Search,True
2329,"Hogan, Zimmerman and Hoffman",United Kingdom,1-10,2025-04-16,Organic Search,False
2330,Schneider Inc,United States,1-10,2023-06-05,Meta Ads,False
2331,Friedman PLC,United States,1-10,2023-08-08,,True
2332,"Todd, Bernard and Boyd",India,51-200,2023-05-12,Google Ads,True
2333,Shaw-Smith,India,11-50,2024-08-29,Direct,False
2334,"Mayer, White and Smith",Australia,11-50,2025-05-04,,False
2335,"Wallace, Roman and Lawson",United Kingdom,11-50,2023-04-30,Direct,False
2336,Chapman-Henry,United States,11-50,2023-12-30,LinkedIn Ads,False
2337,Morgan and Sons,United States,1-10,2025-02-12,Organic Search,True
2338,Johnson-Rice,India,11-50,2023-09-01,Organic Search,False
2339,Scott-Wilson,India,51-200,2025-06-12,,False
2340,Weaver LLC,United States,11-50,2024-06-02,Referral,False
2341,White Inc,United States,51-200,2023-11-11,LinkedIn Ads,False
2342,"Jackson, Mendez and Nguyen",United Kingdom,11-50,2023-11-26,,False
2343,Reeves LLC,Australia,1-10,2025-04-19,,False
2344,Garcia-Thomas,United States,11-50,2023-11-27,Google Ads,False
2345,Scott-David,United States,51-200,2024-10-30,Meta Ads,False
2346,"Willis, Vasquez and Goodwin",Canada,51-200,2025-05-05,Organic Search,False
2347,Avery-Adams,United States,51-200,2025-12-29,Google Ads,False
2348,Marshall-Russell,Australia,201-1000,2024-02-28,LinkedIn Ads,False
2349,Johnson-Schultz,United States,201-1000,2025-04-14,Google Ads,False
2350,"Garcia, Hines and Pearson",United States,1-10,2023-08-03,Organic Search,False
2351,Miller-Fields,United States,201-1000,2024-02-16,Organic Search,False
2352,Patton and Sons,United States,51-200,2025-08-02,Organic Search,False
2353,Fernandez-Jackson,United Kingdom,11-50,2025-10-06,Organic Search,False
2354,"Hayes, Smith and Marshall",Australia,11-50,2023-01-13,Direct,False
2355,"Roberts, Stanton and Smith",United States,11-50,2023-09-18,LinkedIn Ads,False
2356,Nelson-King,United States,11-50,2025-12-28,LinkedIn Ads,False
2357,"James, Bell and Chen",India,51-200,2023-05-11,Meta Ads,True
2358,"Pittman, Campbell and Martin",India,11-50,2024-12-25,Google Ads,False
2359,"Hart, Turner and Foster",United States,,2024-07-12,Organic Search,False
2360,Rivas Ltd,Australia,11-50,2023-02-16,Organic Search,False
2361,"Lutz, Johns and Clark",United Kingdom,51-200,2023-05-09,,False
2362,"Bernard, Flores and Fleming",United Kingdom,51-200,2024-09-20,LinkedIn Ads,False
2363,Reid-Petty,United Kingdom,1-10,2025-08-11,Organic Search,True
2364,"Chavez, Sanchez and Bird",United Kingdom,11-50,2025-07-27,Organic Search,False
2365,Clark-Haley,Canada,,2025-12-29,Meta Ads,False
2366,Smith-Holt,Australia,,2023-12-17,Referral,False
2367,"Nielsen, Lynch and Smith",United States,,2024-08-16,Direct,False
2368,Chambers Group,United Kingdom,,2025-01-04,Referral,True
2369,"Woodard, Warner and Farmer",Australia,11-50,2024-06-11,Organic Search,True
2370,"Miller, Mcdowell and Curtis",United States,,2024-12-12,Referral,True
2371,"Johnson, Collier and Powers",India,1-10,2023-07-04,Google Ads,True
2372,"Martinez, Stanton and Bennett",United States,1-10,2024-02-21,Direct,False
2373,"Howard, Thompson and Tate",India,1000+,2025-06-16,Organic Search,False
2374,"Terrell, Martinez and Wood",United Kingdom,51-200,2023-02-09,LinkedIn Ads,False
2375,Wallace and Sons,United States,,2025-05-25,Organic Search,False
2376,"Smith, Campbell and Morse",United States,11-50,2023-09-27,Direct,False
2377,Lee-Velasquez,Canada,1-10,2025-02-05,Direct,True
2378,"Turner, Robbins and Young",United States,201-1000,2025-06-12,Google Ads,True
2379,Coffey-Johnson,Canada,11-50,2023-09-13,Meta Ads,False
2380,Conway-Mann,United Kingdom,11-50,2024-06-13,LinkedIn Ads,False
2381,Rodriguez-Ramirez,United States,1-10,2025-06-14,Google Ads,False
2382,"Snyder, Arnold and Keller",United States,1000+,2023-06-17,Meta Ads,False
2383,"Chambers, Morrison and Thompson",India,1-10,2023-04-26,Google Ads,False
2384,"Anderson, Brown and Green",Canada,1-10,2025-08-25,Referral,False
2385,"Foley, Ibarra and Daniel",United States,11-50,2024-05-19,Organic Search,False
2386,Lee-Gregory,United States,51-200,2023-12-15,Meta Ads,False
2387,"Byrd, Mendez and Becker",United States,11-50,2025-09-28,Google Ads,False
2388,Smith-Simmons,United Kingdom,1-10,2025-01-13,Google Ads,False
2389,"Hahn, Williams and Mcmillan",United States,11-50,2024-03-15,Google Ads,False
2390,Richard-Russell,United States,11-50,2023-09-01,Meta Ads,True
2391,Frazier Group,United States,1-10,2023-03-17,LinkedIn Ads,False
2392,Ward-Blake,United Kingdom,201-1000,2023-06-20,Google Ads,False
2393,"Walker, Ramirez and Fisher",United Kingdom,11-50,2025-11-16,LinkedIn Ads,False
2394,Stewart-Myers,United States,11-50,2025-09-09,Google Ads,True
2395,Miller-Armstrong,United States,1-10,2024-10-03,LinkedIn Ads,True
2396,Mooney and Sons,Canada,,2025-09-15,Referral,False
2397,"Coleman, Jones and Wright",United States,1-10,2024-01-21,Referral,False
2398,Murphy Inc,India,11-50,2025-03-25,Google Ads,False
2399,"Garrett, Johnson and Reynolds",United States,11-50,2025-02-09,LinkedIn Ads,False
2400,Watkins Ltd,India,11-50,2023-04-09,Organic Search,True
2401,Pittman-Wright,Australia,1-10,2024-11-28,Organic Search,False
2402,Allen-Peterson,Canada,11-50,2024-08-26,Organic Search,False
2403,Underwood PLC,United Kingdom,11-50,2023-12-16,Referral,False
2404,Harding PLC,India,51-200,2024-12-14,Google Ads,False
2405,"Gonzales, Davis and Griffin",United States,51-200,2025-06-22,LinkedIn Ads,False
2406,Bennett Ltd,Australia,11-50,2025-12-19,Organic Search,False
2407,Patton Inc,United Kingdom,1-10,2025-12-19,Direct,False
2408,Brown-Bishop,India,11-50,2025-05-21,Referral,False
2409,Jones-Byrd,United States,1-10,2023-03-02,LinkedIn Ads,False
2410,"Williams, Horn and Morales",India,11-50,2024-05-18,,False
2411,"Walton, Hall and Greene",United Kingdom,51-200,2023-12-08,LinkedIn Ads,True
2412,"Hanson, Chavez and Marshall",United Kingdom,11-50,2025-05-16,Google Ads,False
2413,Hobbs-Harvey,India,51-200,2023-02-12,LinkedIn Ads,False
2414,Curtis-Lowe,United States,51-200,2023-02-10,Google Ads,False
2415,Gibson LLC,United States,1-10,2025-08-29,Organic Search,False
2416,"Lee, Garcia and Larson",United States,1-10,2025-12-23,LinkedIn Ads,False
2417,Watkins and Sons,United States,201-1000,2023-05-05,Meta Ads,False
2418,"Martinez, Hicks and Kelly",Canada,11-50,2024-02-26,,False
2419,Hardy-Wallace,United Kingdom,1-10,2024-05-17,Google Ads,False
2420,Anderson PLC,United Kingdom,11-50,2023-07-05,Direct,False
2421,Palmer-Pearson,Australia,11-50,2024-05-05,Organic Search,False
2422,Collins-Mcclure,United States,,2024-05-19,Organic Search,False
2423,"Cooper, Wood and Smith",United Kingdom,1-10,2025-07-24,Google Ads,False
2424,"Sandoval, Thomas and Young",United Kingdom,1-10,2024-05-25,LinkedIn Ads,False
2425,"Trevino, Henderson and Gonzalez",Australia,1-10,2025-04-24,Referral,False
2426,Davidson and Sons,India,11-50,2024-11-16,Referral,False
2427,Neal-Holden,United States,1-10,2023-09-12,Organic Search,True
2428,"Schwartz, Christian and Knight",United States,11-50,2025-09-23,LinkedIn Ads,False
2429,Jensen-Barnes,United States,11-50,2024-07-08,LinkedIn Ads,True
2430,Robinson-Smith,Canada,11-50,2023-04-02,LinkedIn Ads,False
2431,Steele Group,United Kingdom,11-50,2025-11-01,Referral,False
2432,"Lewis, Castillo and Tate",Australia,201-1000,2023-08-18,Google Ads,False
2433,Aguirre-Bennett,United States,,2023-09-10,Referral,False
2434,Lopez-Fritz,India,,2024-07-08,Referral,True
2435,Smith-Howard,United Kingdom,11-50,2025-11-04,LinkedIn Ads,True
2436,"Wilson, Roberts and Lee",India,,2025-04-08,LinkedIn Ads,True
2437,"Durham, Ward and Hester",India,11-50,2023-01-26,Google Ads,False
2438,Gonzalez and Sons,Canada,11-50,2023-09-19,Meta Ads,False
2439,Mcclure Ltd,United States,201-1000,2024-04-21,Organic Search,False
2440,Cameron Inc,United States,1-10,2024-07-26,Google Ads,False
2441,Decker and Sons,United States,1-10,2023-11-23,Direct,False
2442,Pena-Dyer,United States,1-10,2024-09-25,Organic Search,False
2443,Boyle-Torres,United States,51-200,2023-11-06,Direct,True
2444,"Jackson, Rose and Lloyd",United States,1000+,2023-06-10,Referral,False
2445,"Keith, Johns and Jones",United States,11-50,2023-12-20,,False
2446,Andrade and Sons,United States,51-200,2023-07-23,Google Ads,False
2447,"Brooks, Greene and Rowland",United Kingdom,,2023-04-25,Google Ads,False
2448,Mccall PLC,United States,1-10,2023-10-05,Meta Ads,False
2449,"Lopez, Nichols and Clarke",United States,11-50,2025-09-01,Google Ads,False
2450,Wright-Soto,Canada,51-200,2023-02-23,Google Ads,False
2451,Salas-York,India,1-10,2023-11-25,Google Ads,False
2452,"Blackwell, Clark and Miller",Australia,,2025-03-09,Google Ads,False
2453,Gibbs-Mendez,Australia,51-200,2024-07-26,Referral,False
2454,Romero Ltd,United Kingdom,51-200,2025-08-28,LinkedIn Ads,False
2455,"Brooks, Stone and White",Australia,201-1000,2024-08-23,Direct,False
2456,"Brooks, Neal and Baldwin",India,1-10,2023-10-23,Google Ads,False
2457,Wells-Perkins,Canada,1-10,2024-07-10,Referral,True
2458,"Morse, Silva and Johnson",United States,51-200,2024-03-02,LinkedIn Ads,True
2459,Jacobson Group,Canada,1-10,2025-04-17,LinkedIn Ads,False
2460,Foster LLC,Canada,201-1000,2024-07-07,Referral,False
2461,Oneal-Duncan,United States,1-10,2023-08-05,Organic Search,False
2462,Scott-Miller,United States,1000+,2025-08-04,Organic Search,True
2463,Phillips PLC,United States,51-200,2025-11-18,Google Ads,False
2464,Hall-Williams,United Kingdom,11-50,2024-09-30,Google Ads,False
2465,"Oliver, Simmons and Mcdonald",Canada,11-50,2023-03-08,Organic Search,False
2466,Richardson-Jimenez,United States,201-1000,2025-12-19,Referral,False
2467,Reyes-White,Australia,1-10,2024-04-16,Meta Ads,False
2468,Baker Inc,United Kingdom,11-50,2024-04-03,LinkedIn Ads,True
2469,Valenzuela-Phillips,India,1-10,2023-12-11,Google Ads,True
2470,"Hunt, Schneider and Hartman",Australia,1-10,2024-11-04,,False
2471,Johnson-Gonzalez,United Kingdom,51-200,2024-05-24,Organic Search,False
2472,Leonard LLC,India,11-50,2025-11-23,Referral,False
2473,Mcgee-Mack,United States,11-50,2023-02-17,Referral,False
2474,Lee-Munoz,Australia,1-10,2025-09-10,LinkedIn Ads,True
2475,Murillo Ltd,India,11-50,2023-04-02,LinkedIn Ads,False
2476,"Daniels, Green and Carrillo",Canada,,2025-09-10,,False
2477,Short-Logan,India,1-10,2025-06-08,Google Ads,False
2478,Bautista-Underwood,Canada,1-10,2024-10-13,Organic Search,False
2479,"Smith, Valdez and Hays",United Kingdom,1000+,2023-11-04,Google Ads,False
2480,Grimes and Sons,United States,51-200,2024-10-25,Meta Ads,False
2481,Cummings and Sons,Canada,11-50,2024-08-03,Organic Search,True
2482,Hall-Matthews,India,11-50,2023-04-30,,False
2483,"Todd, Sharp and Murray",India,51-200,2023-07-07,Google Ads,True
2484,Edwards and Sons,United Kingdom,1-10,2023-01-03,Referral,False
2485,Carrillo-Wolfe,United Kingdom,11-50,2023-06-10,Referral,True
2486,Gonzales PLC,United States,1000+,2024-12-06,Google Ads,False
2487,Brooks PLC,Canada,1-10,2024-11-10,,True
2488,Torres Ltd,India,11-50,2024-12-09,Meta Ads,False
2489,Porter Ltd,United States,,2024-03-24,LinkedIn Ads,False
2490,Morgan-Barnes,United Kingdom,1-10,2023-06-27,Organic Search,False
2491,"Goodwin, Farmer and Vaughn",United Kingdom,11-50,2023-05-21,Google Ads,False
2492,Nguyen-Johnson,United States,51-200,2025-06-10,Google Ads,False
2493,Weeks and Sons,United States,51-200,2024-09-17,Referral,False
2494,Carroll-Lloyd,Australia,51-200,2025-02-23,Google Ads,False
2495,"Berry, Myers and James",United States,11-50,2024-09-25,Google Ads,False
2496,Brown-Hughes,United States,1-10,2025-12-31,Direct,False
2497,Rodriguez-Hudson,Australia,11-50,2024-11-01,Direct,True
2498,Fowler-Torres,Canada,201-1000,2023-09-11,Meta Ads,True
2499,"Burns, Lopez and Jones",Australia,11-50,2025-06-24,Referral,False
2500,Campbell-Hall,Australia,11-50,2023-11-23,,False
2501,"Warren, Gibson and Wood",Australia,11-50,2025-10-22,Direct,False
2502,Moore-Rodriguez,Australia,1-10,2024-09-21,Organic Search,False
2503,"Barnes, Paul and Price",Canada,1-10,2023-06-27,Organic Search,False
2504,Anderson and Sons,United States,1-10,2023-12-19,Meta Ads,False
2505,Reynolds-Mckinney,India,51-200,2025-10-06,LinkedIn Ads,True
